contractid,planid,ssa,fips,state,county,enrollment
H0111,1,11640,13167,GA,Johnson,12
H0111,1,11650,13169,GA,Jones,22
H0111,1,11651,13171,GA,Lamar,22
H0111,1,11652,13173,GA,Lanier,12
H0111,1,11660,13175,GA,Laurens,21
H0111,1,11680,13179,GA,Liberty,94
H0111,1,11690,13181,GA,Lincoln,16
H0111,1,11691,13183,GA,Long,12
H0111,1,11700,13185,GA,Lowndes,335
H0111,1,11701,13187,GA,Lumpkin,17
H0111,1,11702,13189,GA,McDuffie,58
H0111,1,11703,13191,GA,McIntosh,79
H0111,1,11710,13193,GA,Macon,15
H0111,1,11720,13195,GA,Madison,25
H0111,1,11730,13197,GA,Marion,16
H0111,1,11740,13199,GA,Meriwether,47
H0111,1,11750,13205,GA,Mitchell,37
H0111,1,11760,13207,GA,Monroe,49
H0111,1,11771,13211,GA,Morgan,12
H0111,1,11772,13213,GA,Murray,18
H0111,1,11780,13215,GA,Muscogee,308
H0111,1,11790,13217,GA,Newton,141
H0111,1,11800,13219,GA,Oconee,41
H0111,1,11810,13223,GA,Paulding,320
H0111,1,11811,13225,GA,Peach,36
H0111,1,11812,13227,GA,Pickens,45
H0111,1,11820,13229,GA,Pierce,18
H0111,1,11821,13231,GA,Pike,26
H0111,1,11830,13233,GA,Polk,46
H0111,1,11831,13235,GA,Pulaski,20
H0111,1,11832,13237,GA,Putnam,28
H0111,1,11834,13241,GA,Rabun,20
H0111,1,11840,13245,GA,Richmond,486
H0111,1,11841,13247,GA,Rockdale,127
H0111,1,11850,13251,GA,Screven,28
H0111,1,11860,13255,GA,Spalding,88
H0111,1,11861,13257,GA,Stephens,16
H0111,1,11862,13259,GA,Stewart,18
H0111,1,11880,13263,GA,Talbot,21
H0111,1,11882,13267,GA,Tattnall,18
H0111,1,11884,13271,GA,Telfair,15
H0111,1,11890,13275,GA,Thomas,49
H0111,1,11900,13277,GA,Tift,37
H0111,1,11901,13279,GA,Toombs,29
H0111,1,11910,13285,GA,Troup,101
H0111,1,11912,13289,GA,Twiggs,12
H0111,1,11913,13291,GA,Union,11
H0111,1,11920,13293,GA,Upson,25
H0111,1,11921,13295,GA,Walker,33
H0111,1,11930,13297,GA,Walton,86
H0111,1,11940,13299,GA,Ware,46
H0111,1,11950,13303,GA,Washington,24
H0111,1,11960,13305,GA,Wayne,27
H0111,1,11963,13311,GA,White,12
H0111,1,11970,13313,GA,Whitfield,45
H0111,1,11972,13317,GA,Wilkes,22
H0111,1,11973,13319,GA,Wilkinson,14
H0111,1,11980,13321,GA,Worth,23
H0111,2,11220,13051,GA,Chatham,17
H0111,2,11250,13057,GA,Cherokee,14
H0111,2,11290,13067,GA,Cobb,66
H0111,2,11310,13073,GA,Columbia,13
H0111,2,11370,13089,GA,DeKalb,29
H0111,2,11530,13135,GA,Gwinnett,11
H0111,2,11830,13233,GA,Polk,14
H0111,2,11840,13245,GA,Richmond,33
H0111,3,11250,13057,GA,Cherokee,13
H0111,3,11290,13067,GA,Cobb,30
H0111,3,11370,13089,GA,DeKalb,17
H0111,3,11470,13121,GA,Fulton,11
H0111,3,11530,13135,GA,Gwinnett,13
H0111,4,11030,13009,GA,Baldwin,21
H0111,4,11050,13013,GA,Barrow,14
H0111,4,11060,13015,GA,Bartow,29
H0111,4,11080,13019,GA,Berrien,12
H0111,4,11090,13021,GA,Bibb,67
H0111,4,11110,13025,GA,Brantley,14
H0111,4,11150,13033,GA,Burke,17
H0111,4,11160,13035,GA,Butts,11
H0111,4,11170,13039,GA,Camden,18
H0111,4,11190,13045,GA,Carroll,87
H0111,4,11200,13047,GA,Catoosa,11
H0111,4,11220,13051,GA,Chatham,122
H0111,4,11250,13057,GA,Cherokee,28
H0111,4,11260,13059,GA,Clarke,31
H0111,4,11280,13063,GA,Clayton,115
H0111,4,11290,13067,GA,Cobb,149
H0111,4,11291,13069,GA,Coffee,19
H0111,4,11300,13071,GA,Colquitt,20
H0111,4,11310,13073,GA,Columbia,41
H0111,4,11320,13077,GA,Coweta,23
H0111,4,11370,13089,GA,DeKalb,236
H0111,4,11380,13091,GA,Dodge,14
H0111,4,11400,13097,GA,Douglas,45
H0111,4,11440,13107,GA,Emanuel,17
H0111,4,11451,13113,GA,Fayette,16
H0111,4,11461,13117,GA,Forsyth,17
H0111,4,11470,13121,GA,Fulton,399
H0111,4,11490,13127,GA,Glynn,55
H0111,4,11510,13131,GA,Grady,11
H0111,4,11530,13135,GA,Gwinnett,158
H0111,4,11550,13139,GA,Hall,24
H0111,4,11570,13143,GA,Haralson,18
H0111,4,11591,13151,GA,Henry,45
H0111,4,11600,13153,GA,Houston,29
H0111,4,11610,13157,GA,Jackson,13
H0111,4,11620,13163,GA,Jefferson,18
H0111,4,11630,13165,GA,Jenkins,11
H0111,4,11650,13169,GA,Jones,11
H0111,4,11651,13171,GA,Lamar,12
H0111,4,11680,13179,GA,Liberty,34
H0111,4,11700,13185,GA,Lowndes,318
H0111,4,11702,13189,GA,McDuffie,14
H0111,4,11740,13199,GA,Meriwether,14
H0111,4,11750,13205,GA,Mitchell,14
H0111,4,11760,13207,GA,Monroe,12
H0111,4,11780,13215,GA,Muscogee,173
H0111,4,11790,13217,GA,Newton,45
H0111,4,11810,13223,GA,Paulding,41
H0111,4,11820,13229,GA,Pierce,15
H0111,4,11830,13233,GA,Polk,23
H0111,4,11840,13245,GA,Richmond,148
H0111,4,11841,13247,GA,Rockdale,26
H0111,4,11860,13255,GA,Spalding,27
H0111,4,11890,13275,GA,Thomas,18
H0111,4,11900,13277,GA,Tift,13
H0111,4,11910,13285,GA,Troup,25
H0111,4,11920,13293,GA,Upson,14
H0111,4,11921,13295,GA,Walker,30
H0111,4,11930,13297,GA,Walton,27
H0111,4,11940,13299,GA,Ware,20
H0111,4,11950,13303,GA,Washington,13
H0111,4,11970,13313,GA,Whitfield,34
H0439,2,11040,13011,GA,Banks,66
H0439,2,11050,13013,GA,Barrow,103
H0439,2,11060,13015,GA,Bartow,133
H0439,2,11160,13035,GA,Butts,21
H0439,2,11240,13055,GA,Chattooga,93
H0439,2,11250,13057,GA,Cherokee,66
H0439,2,11260,13059,GA,Clarke,139
H0439,2,11280,13063,GA,Clayton,152
H0439,2,11290,13067,GA,Cobb,292
H0439,2,11320,13077,GA,Coweta,51
H0439,2,11350,13085,GA,Dawson,37
H0439,2,11370,13089,GA,DeKalb,313
H0439,2,11400,13097,GA,Douglas,112
H0439,2,11451,13113,GA,Fayette,12
H0439,2,11460,13115,GA,Floyd,201
H0439,2,11461,13117,GA,Forsyth,63
H0439,2,11462,13119,GA,Franklin,74
H0439,2,11470,13121,GA,Fulton,407
H0439,2,11500,13129,GA,Gordon,137
H0439,2,11520,13133,GA,Greene,26
H0439,2,11530,13135,GA,Gwinnett,267
H0439,2,11540,13137,GA,Habersham,174
H0439,2,11550,13139,GA,Hall,304
H0439,2,11591,13151,GA,Henry,54
H0439,2,11610,13157,GA,Jackson,111
H0439,2,11701,13187,GA,Lumpkin,127
H0439,2,11720,13195,GA,Madison,51
H0439,2,11771,13211,GA,Morgan,19
H0439,2,11790,13217,GA,Newton,94
H0439,2,11800,13219,GA,Oconee,14
H0439,2,11801,13221,GA,Oglethorpe,31
H0439,2,11810,13223,GA,Paulding,84
H0439,2,11812,13227,GA,Pickens,26
H0439,2,11830,13233,GA,Polk,136
H0439,2,11841,13247,GA,Rockdale,42
H0439,2,11860,13255,GA,Spalding,96
H0439,2,11861,13257,GA,Stephens,134
H0439,2,11930,13297,GA,Walton,105
H0439,2,11963,13311,GA,White,178
H0439,3,11050,13013,GA,Barrow,36
H0439,3,11060,13015,GA,Bartow,65
H0439,3,11240,13055,GA,Chattooga,20
H0439,3,11250,13057,GA,Cherokee,49
H0439,3,11260,13059,GA,Clarke,37
H0439,3,11280,13063,GA,Clayton,60
H0439,3,11290,13067,GA,Cobb,215
H0439,3,11320,13077,GA,Coweta,20
H0439,3,11370,13089,GA,DeKalb,157
H0439,3,11400,13097,GA,Douglas,51
H0439,3,11460,13115,GA,Floyd,75
H0439,3,11461,13117,GA,Forsyth,21
H0439,3,11462,13119,GA,Franklin,23
H0439,3,11470,13121,GA,Fulton,170
H0439,3,11500,13129,GA,Gordon,27
H0439,3,11520,13133,GA,Greene,14
H0439,3,11530,13135,GA,Gwinnett,175
H0439,3,11540,13137,GA,Habersham,20
H0439,3,11550,13139,GA,Hall,66
H0439,3,11591,13151,GA,Henry,58
H0439,3,11610,13157,GA,Jackson,26
H0439,3,11701,13187,GA,Lumpkin,24
H0439,3,11720,13195,GA,Madison,21
H0439,3,11771,13211,GA,Morgan,12
H0439,3,11790,13217,GA,Newton,49
H0439,3,11800,13219,GA,Oconee,14
H0439,3,11801,13221,GA,Oglethorpe,18
H0439,3,11810,13223,GA,Paulding,42
H0439,3,11812,13227,GA,Pickens,15
H0439,3,11830,13233,GA,Polk,29
H0439,3,11841,13247,GA,Rockdale,30
H0439,3,11860,13255,GA,Spalding,37
H0439,3,11861,13257,GA,Stephens,24
H0439,3,11930,13297,GA,Walton,58
H0439,3,11963,13311,GA,White,12
H0439,6,11040,13011,GA,Banks,12
H0439,6,11050,13013,GA,Barrow,53
H0439,6,11060,13015,GA,Bartow,24
H0439,6,11250,13057,GA,Cherokee,16
H0439,6,11260,13059,GA,Clarke,43
H0439,6,11280,13063,GA,Clayton,48
H0439,6,11290,13067,GA,Cobb,152
H0439,6,11370,13089,GA,DeKalb,140
H0439,6,11400,13097,GA,Douglas,75
H0439,6,11460,13115,GA,Floyd,32
H0439,6,11462,13119,GA,Franklin,25
H0439,6,11470,13121,GA,Fulton,147
H0439,6,11500,13129,GA,Gordon,14
H0439,6,11530,13135,GA,Gwinnett,155
H0439,6,11540,13137,GA,Habersham,22
H0439,6,11550,13139,GA,Hall,65
H0439,6,11591,13151,GA,Henry,44
H0439,6,11610,13157,GA,Jackson,13
H0439,6,11701,13187,GA,Lumpkin,28
H0439,6,11720,13195,GA,Madison,27
H0439,6,11790,13217,GA,Newton,38
H0439,6,11800,13219,GA,Oconee,14
H0439,6,11801,13221,GA,Oglethorpe,15
H0439,6,11810,13223,GA,Paulding,38
H0439,6,11830,13233,GA,Polk,12
H0439,6,11841,13247,GA,Rockdale,20
H0439,6,11860,13255,GA,Spalding,17
H0439,6,11930,13297,GA,Walton,41
H0439,6,11963,13311,GA,White,39
H0439,7,11050,13013,GA,Barrow,355
H0439,7,11160,13035,GA,Butts,53
H0439,7,11250,13057,GA,Cherokee,744
H0439,7,11280,13063,GA,Clayton,336
H0439,7,11320,13077,GA,Coweta,237
H0439,7,11370,13089,GA,DeKalb,858
H0439,7,11451,13113,GA,Fayette,200
H0439,7,11461,13117,GA,Forsyth,275
H0439,7,11470,13121,GA,Fulton,856
H0439,7,11530,13135,GA,Gwinnett,989
H0439,7,11591,13151,GA,Henry,283
H0439,7,11790,13217,GA,Newton,216
H0439,7,11812,13227,GA,Pickens,133
H0439,7,11841,13247,GA,Rockdale,145
H0439,7,11860,13255,GA,Spalding,207
H0439,8,11290,13067,GA,Cobb,1847
H0439,8,11400,13097,GA,Douglas,172
H0439,8,11810,13223,GA,Paulding,416
H0439,9,11260,13059,GA,Clarke,277
H0439,9,11462,13119,GA,Franklin,172
H0439,9,11520,13133,GA,Greene,49
H0439,9,11720,13195,GA,Madison,258
H0439,9,11771,13211,GA,Morgan,50
H0439,9,11800,13219,GA,Oconee,109
H0439,9,11801,13221,GA,Oglethorpe,115
H0439,9,11930,13297,GA,Walton,342
H0439,10,11040,13011,GA,Banks,162
H0439,10,11350,13085,GA,Dawson,119
H0439,10,11540,13137,GA,Habersham,383
H0439,10,11550,13139,GA,Hall,1028
H0439,10,11610,13157,GA,Jackson,345
H0439,10,11701,13187,GA,Lumpkin,465
H0439,10,11861,13257,GA,Stephens,175
H0439,10,11963,13311,GA,White,354
H0439,11,11060,13015,GA,Bartow,662
H0439,11,11240,13055,GA,Chattooga,249
H0439,11,11460,13115,GA,Floyd,977
H0439,11,11500,13129,GA,Gordon,487
H0439,11,11830,13233,GA,Polk,387
H0439,12,11040,13011,GA,Banks,24
H0439,12,11050,13013,GA,Barrow,45
H0439,12,11060,13015,GA,Bartow,51
H0439,12,11190,13045,GA,Carroll,13
H0439,12,11240,13055,GA,Chattooga,24
H0439,12,11250,13057,GA,Cherokee,26
H0439,12,11260,13059,GA,Clarke,50
H0439,12,11280,13063,GA,Clayton,40
H0439,12,11290,13067,GA,Cobb,82
H0439,12,11320,13077,GA,Coweta,19
H0439,12,11350,13085,GA,Dawson,14
H0439,12,11370,13089,GA,DeKalb,88
H0439,12,11400,13097,GA,Douglas,33
H0439,12,11460,13115,GA,Floyd,83
H0439,12,11461,13117,GA,Forsyth,19
H0439,12,11462,13119,GA,Franklin,24
H0439,12,11470,13121,GA,Fulton,128
H0439,12,11500,13129,GA,Gordon,31
H0439,12,11530,13135,GA,Gwinnett,114
H0439,12,11540,13137,GA,Habersham,87
H0439,12,11550,13139,GA,Hall,95
H0439,12,11591,13151,GA,Henry,28
H0439,12,11610,13157,GA,Jackson,24
H0439,12,11701,13187,GA,Lumpkin,58
H0439,12,11720,13195,GA,Madison,14
H0439,12,11790,13217,GA,Newton,17
H0439,12,11801,13221,GA,Oglethorpe,17
H0439,12,11810,13223,GA,Paulding,24
H0439,12,11830,13233,GA,Polk,32
H0439,12,11841,13247,GA,Rockdale,12
H0439,12,11860,13255,GA,Spalding,18
H0439,12,11861,13257,GA,Stephens,33
H0439,12,11930,13297,GA,Walton,32
H0439,12,11963,13311,GA,White,118
H0710,33,11050,13013,GA,Barrow,27
H0710,33,11060,13015,GA,Bartow,12
H0710,33,11160,13035,GA,Butts,25
H0710,33,11220,13051,GA,Chatham,83
H0710,33,11250,13057,GA,Cherokee,70
H0710,33,11280,13063,GA,Clayton,69
H0710,33,11290,13067,GA,Cobb,108
H0710,33,11370,13089,GA,DeKalb,143
H0710,33,11400,13097,GA,Douglas,51
H0710,33,11451,13113,GA,Fayette,23
H0710,33,11461,13117,GA,Forsyth,25
H0710,33,11470,13121,GA,Fulton,98
H0710,33,11530,13135,GA,Gwinnett,56
H0710,33,11550,13139,GA,Hall,21
H0710,33,11570,13143,GA,Haralson,14
H0710,33,11591,13151,GA,Henry,23
H0710,33,11600,13153,GA,Houston,13
H0710,33,11660,13175,GA,Laurens,16
H0710,33,11780,13215,GA,Muscogee,12
H0710,33,11830,13233,GA,Polk,22
H0710,33,11840,13245,GA,Richmond,44
H0710,33,11841,13247,GA,Rockdale,19
H0710,33,11950,13303,GA,Washington,41
H1109,5,11090,13021,GA,Bibb,85
H1109,5,11470,13121,GA,Fulton,361
H1109,5,11530,13135,GA,Gwinnett,387
H1109,5,11600,13153,GA,Houston,101
H1109,5,11650,13169,GA,Jones,15
H1109,5,11811,13225,GA,Peach,19
H1109,5,11912,13289,GA,Twiggs,12
H1109,6,11550,13139,GA,Hall,180
H1111,11,11090,13021,GA,Bibb,319
H1111,11,11220,13051,GA,Chatham,521
H1111,11,11250,13057,GA,Cherokee,612
H1111,11,11280,13063,GA,Clayton,334
H1111,11,11290,13067,GA,Cobb,1499
H1111,11,11310,13073,GA,Columbia,509
H1111,11,11370,13089,GA,DeKalb,1613
H1111,11,11461,13117,GA,Forsyth,308
H1111,11,11470,13121,GA,Fulton,1771
H1111,11,11580,13145,GA,Harris,64
H1111,11,11591,13151,GA,Henry,266
H1111,11,11780,13215,GA,Muscogee,274
H1111,11,11840,13245,GA,Richmond,761
H1112,6,11030,13009,GA,Baldwin,14
H1112,6,11050,13013,GA,Barrow,43
H1112,6,11060,13015,GA,Bartow,32
H1112,6,11090,13021,GA,Bibb,73
H1112,6,11110,13025,GA,Brantley,17
H1112,6,11130,13029,GA,Bryan,44
H1112,6,11150,13033,GA,Burke,31
H1112,6,11160,13035,GA,Butts,39
H1112,6,11170,13039,GA,Camden,19
H1112,6,11190,13045,GA,Carroll,60
H1112,6,11220,13051,GA,Chatham,609
H1112,6,11230,13053,GA,Chattahoochee,14
H1112,6,11250,13057,GA,Cherokee,65
H1112,6,11260,13059,GA,Clarke,28
H1112,6,11280,13063,GA,Clayton,541
H1112,6,11290,13067,GA,Cobb,422
H1112,6,11291,13069,GA,Coffee,12
H1112,6,11300,13071,GA,Colquitt,11
H1112,6,11310,13073,GA,Columbia,125
H1112,6,11320,13077,GA,Coweta,33
H1112,6,11360,13087,GA,Decatur,13
H1112,6,11370,13089,GA,DeKalb,1249
H1112,6,11380,13091,GA,Dodge,14
H1112,6,11400,13097,GA,Douglas,164
H1112,6,11421,13103,GA,Effingham,12
H1112,6,11440,13107,GA,Emanuel,19
H1112,6,11451,13113,GA,Fayette,29
H1112,6,11460,13115,GA,Floyd,27
H1112,6,11461,13117,GA,Forsyth,53
H1112,6,11470,13121,GA,Fulton,1761
H1112,6,11490,13127,GA,Glynn,140
H1112,6,11520,13133,GA,Greene,22
H1112,6,11530,13135,GA,Gwinnett,607
H1112,6,11550,13139,GA,Hall,14
H1112,6,11580,13145,GA,Harris,48
H1112,6,11590,13149,GA,Heard,12
H1112,6,11591,13151,GA,Henry,200
H1112,6,11600,13153,GA,Houston,35
H1112,6,11620,13163,GA,Jefferson,23
H1112,6,11630,13165,GA,Jenkins,11
H1112,6,11680,13179,GA,Liberty,86
H1112,6,11700,13185,GA,Lowndes,129
H1112,6,11702,13189,GA,McDuffie,66
H1112,6,11703,13191,GA,McIntosh,36
H1112,6,11730,13197,GA,Marion,11
H1112,6,11740,13199,GA,Meriwether,31
H1112,6,11760,13207,GA,Monroe,16
H1112,6,11780,13215,GA,Muscogee,820
H1112,6,11790,13217,GA,Newton,123
H1112,6,11810,13223,GA,Paulding,126
H1112,6,11811,13225,GA,Peach,11
H1112,6,11830,13233,GA,Polk,18
H1112,6,11840,13245,GA,Richmond,652
H1112,6,11841,13247,GA,Rockdale,127
H1112,6,11860,13255,GA,Spalding,131
H1112,6,11862,13259,GA,Stewart,43
H1112,6,11880,13263,GA,Talbot,27
H1112,6,11890,13275,GA,Thomas,20
H1112,6,11900,13277,GA,Tift,13
H1112,6,11910,13285,GA,Troup,51
H1112,6,11921,13295,GA,Walker,17
H1112,6,11930,13297,GA,Walton,66
H1112,6,11940,13299,GA,Ware,18
H1112,6,11970,13313,GA,Whitfield,15
H1112,6,11972,13317,GA,Wilkes,11
H1112,33,11030,13009,GA,Baldwin,17
H1112,33,11050,13013,GA,Barrow,33
H1112,33,11060,13015,GA,Bartow,31
H1112,33,11090,13021,GA,Bibb,102
H1112,33,11130,13029,GA,Bryan,17
H1112,33,11150,13033,GA,Burke,45
H1112,33,11160,13035,GA,Butts,13
H1112,33,11170,13039,GA,Camden,39
H1112,33,11190,13045,GA,Carroll,77
H1112,33,11220,13051,GA,Chatham,298
H1112,33,11250,13057,GA,Cherokee,26
H1112,33,11260,13059,GA,Clarke,34
H1112,33,11280,13063,GA,Clayton,276
H1112,33,11290,13067,GA,Cobb,207
H1112,33,11291,13069,GA,Coffee,18
H1112,33,11300,13071,GA,Colquitt,23
H1112,33,11310,13073,GA,Columbia,46
H1112,33,11320,13077,GA,Coweta,29
H1112,33,11340,13081,GA,Crisp,12
H1112,33,11370,13089,GA,DeKalb,597
H1112,33,11400,13097,GA,Douglas,84
H1112,33,11421,13103,GA,Effingham,12
H1112,33,11440,13107,GA,Emanuel,20
H1112,33,11451,13113,GA,Fayette,21
H1112,33,11460,13115,GA,Floyd,25
H1112,33,11461,13117,GA,Forsyth,21
H1112,33,11470,13121,GA,Fulton,977
H1112,33,11490,13127,GA,Glynn,106
H1112,33,11520,13133,GA,Greene,15
H1112,33,11530,13135,GA,Gwinnett,270
H1112,33,11550,13139,GA,Hall,15
H1112,33,11580,13145,GA,Harris,23
H1112,33,11591,13151,GA,Henry,101
H1112,33,11600,13153,GA,Houston,46
H1112,33,11610,13157,GA,Jackson,14
H1112,33,11620,13163,GA,Jefferson,21
H1112,33,11630,13165,GA,Jenkins,16
H1112,33,11660,13175,GA,Laurens,15
H1112,33,11680,13179,GA,Liberty,70
H1112,33,11700,13185,GA,Lowndes,133
H1112,33,11702,13189,GA,McDuffie,36
H1112,33,11703,13191,GA,McIntosh,23
H1112,33,11720,13195,GA,Madison,15
H1112,33,11740,13199,GA,Meriwether,27
H1112,33,11760,13207,GA,Monroe,16
H1112,33,11780,13215,GA,Muscogee,508
H1112,33,11790,13217,GA,Newton,71
H1112,33,11810,13223,GA,Paulding,43
H1112,33,11811,13225,GA,Peach,12
H1112,33,11830,13233,GA,Polk,16
H1112,33,11832,13237,GA,Putnam,14
H1112,33,11840,13245,GA,Richmond,386
H1112,33,11841,13247,GA,Rockdale,67
H1112,33,11850,13251,GA,Screven,19
H1112,33,11860,13255,GA,Spalding,74
H1112,33,11862,13259,GA,Stewart,15
H1112,33,11880,13263,GA,Talbot,14
H1112,33,11890,13275,GA,Thomas,21
H1112,33,11900,13277,GA,Tift,12
H1112,33,11910,13285,GA,Troup,59
H1112,33,11920,13293,GA,Upson,12
H1112,33,11921,13295,GA,Walker,15
H1112,33,11930,13297,GA,Walton,50
H1112,33,11940,13299,GA,Ware,21
H1112,33,11950,13303,GA,Washington,15
H1112,33,11960,13305,GA,Wayne,16
H1112,33,11970,13313,GA,Whitfield,14
H1112,34,11050,13013,GA,Barrow,13
H1112,34,11090,13021,GA,Bibb,39
H1112,34,11130,13029,GA,Bryan,15
H1112,34,11150,13033,GA,Burke,14
H1112,34,11170,13039,GA,Camden,17
H1112,34,11190,13045,GA,Carroll,18
H1112,34,11220,13051,GA,Chatham,124
H1112,34,11250,13057,GA,Cherokee,14
H1112,34,11280,13063,GA,Clayton,74
H1112,34,11290,13067,GA,Cobb,68
H1112,34,11310,13073,GA,Columbia,56
H1112,34,11320,13077,GA,Coweta,13
H1112,34,11370,13089,GA,DeKalb,144
H1112,34,11400,13097,GA,Douglas,35
H1112,34,11451,13113,GA,Fayette,13
H1112,34,11470,13121,GA,Fulton,126
H1112,34,11490,13127,GA,Glynn,24
H1112,34,11530,13135,GA,Gwinnett,65
H1112,34,11550,13139,GA,Hall,11
H1112,34,11580,13145,GA,Harris,16
H1112,34,11591,13151,GA,Henry,43
H1112,34,11600,13153,GA,Houston,24
H1112,34,11620,13163,GA,Jefferson,17
H1112,34,11660,13175,GA,Laurens,11
H1112,34,11680,13179,GA,Liberty,56
H1112,34,11691,13183,GA,Long,11
H1112,34,11700,13185,GA,Lowndes,56
H1112,34,11702,13189,GA,McDuffie,13
H1112,34,11780,13215,GA,Muscogee,206
H1112,34,11790,13217,GA,Newton,27
H1112,34,11810,13223,GA,Paulding,26
H1112,34,11840,13245,GA,Richmond,220
H1112,34,11841,13247,GA,Rockdale,29
H1112,34,11850,13251,GA,Screven,11
H1112,34,11860,13255,GA,Spalding,17
H1112,34,11890,13275,GA,Thomas,15
H1112,34,11910,13285,GA,Troup,15
H1112,34,11930,13297,GA,Walton,13
H1112,38,11050,13013,GA,Barrow,126
H1112,38,11060,13015,GA,Bartow,70
H1112,38,11160,13035,GA,Butts,153
H1112,38,11190,13045,GA,Carroll,162
H1112,38,11200,13047,GA,Catoosa,18
H1112,38,11240,13055,GA,Chattooga,18
H1112,38,11250,13057,GA,Cherokee,317
H1112,38,11260,13059,GA,Clarke,72
H1112,38,11280,13063,GA,Clayton,848
H1112,38,11290,13067,GA,Cobb,363
H1112,38,11320,13077,GA,Coweta,120
H1112,38,11341,13083,GA,Dade,11
H1112,38,11350,13085,GA,Dawson,11
H1112,38,11370,13089,GA,DeKalb,2006
H1112,38,11400,13097,GA,Douglas,554
H1112,38,11430,13105,GA,Elbert,26
H1112,38,11450,13111,GA,Fannin,13
H1112,38,11451,13113,GA,Fayette,118
H1112,38,11460,13115,GA,Floyd,61
H1112,38,11461,13117,GA,Forsyth,139
H1112,38,11462,13119,GA,Franklin,25
H1112,38,11470,13121,GA,Fulton,1905
H1112,38,11471,13123,GA,Gilmer,15
H1112,38,11500,13129,GA,Gordon,19
H1112,38,11520,13133,GA,Greene,35
H1112,38,11530,13135,GA,Gwinnett,1174
H1112,38,11540,13137,GA,Habersham,15
H1112,38,11550,13139,GA,Hall,47
H1112,38,11570,13143,GA,Haralson,31
H1112,38,11580,13145,GA,Harris,19
H1112,38,11581,13147,GA,Hart,28
H1112,38,11590,13149,GA,Heard,15
H1112,38,11591,13151,GA,Henry,524
H1112,38,11610,13157,GA,Jackson,38
H1112,38,11611,13159,GA,Jasper,36
H1112,38,11651,13171,GA,Lamar,28
H1112,38,11720,13195,GA,Madison,27
H1112,38,11771,13211,GA,Morgan,18
H1112,38,11772,13213,GA,Murray,13
H1112,38,11780,13215,GA,Muscogee,88
H1112,38,11790,13217,GA,Newton,437
H1112,38,11800,13219,GA,Oconee,24
H1112,38,11801,13221,GA,Oglethorpe,13
H1112,38,11810,13223,GA,Paulding,719
